rank,docid,score,qid,label,query
57,2879960,38.3,405717,1,is cdg airport in main paris
7,4704978,47.1,405717,2,is cdg airport in main paris
36,3986303,39.55,405717,1,is cdg airport in main paris
37,3986305,39.55,405717,1,is cdg airport in main paris
8,3033900,45.95,405717,2,is cdg airport in main paris
458,3033905,16.54,405717,1,is cdg airport in main paris
112,3033907,29.16,405717,1,is cdg airport in main paris
69,3274915,36.8,405717,1,is cdg airport in main paris
74,3274918,36.41,405717,1,is cdg airport in main paris
-1,725938,-1.0,443396,1,lps laws definition
-1,725944,-1.0,443396,2,lps laws definition
-1,725939,-1.0,443396,2,lps laws definition
-1,725940,-1.0,443396,2,lps laws definition
-1,725941,-1.0,443396,1,lps laws definition
-1,725942,-1.0,443396,2,lps laws definition
-1,725945,-1.0,443396,1,lps laws definition
-1,7519448,-1.0,443396,1,lps laws definition
-1,7305588,-1.0,443396,1,lps laws definition
-1,7519443,-1.0,443396,1,lps laws definition
-1,7656427,-1.0,443396,2,lps laws definition
-1,7708932,-1.0,443396,2,lps laws definition
-1,7116091,-1.0,443396,2,lps laws definition
-1,725947,-1.0,443396,2,lps laws definition
-1,5503972,-1.0,443396,2,lps laws definition
-1,6096578,-1.0,443396,3,lps laws definition
-1,6346929,-1.0,443396,1,lps laws definition
-1,6449327,-1.0,443396,2,lps laws definition
-1,6555770,-1.0,443396,2,lps laws definition
-1,6555771,-1.0,443396,2,lps laws definition
-1,7054522,-1.0,443396,1,lps laws definition
-1,6555772,-1.0,443396,2,lps laws definition
-1,6555774,-1.0,443396,3,lps laws definition
-1,6555775,-1.0,443396,1,lps laws definition
-1,6555778,-1.0,443396,2,lps laws definition
-1,6555779,-1.0,443396,2,lps laws definition
-1,6717682,-1.0,443396,1,lps laws definition
-1,6743157,-1.0,443396,2,lps laws definition
-1,6555773,-1.0,443396,2,lps laws definition
-1,7708934,-1.0,443396,2,lps laws definition
-1,7708936,-1.0,443396,2,lps laws definition
-1,7708937,-1.0,443396,3,lps laws definition
-1,8760085,-1.0,443396,3,lps laws definition
-1,8760090,-1.0,443396,1,lps laws definition
-1,8769905,-1.0,443396,1,lps laws definition
-1,8769907,-1.0,443396,2,lps laws definition
-1,8769908,-1.0,443396,2,lps laws definition
-1,8769911,-1.0,443396,2,lps laws definition
-1,8693530,-1.0,443396,1,lps laws definition
-1,8790078,-1.0,443396,2,lps laws definition
-1,8790080,-1.0,443396,2,lps laws definition
-1,8790081,-1.0,443396,2,lps laws definition
-1,8790082,-1.0,443396,2,lps laws definition
-1,8790083,-1.0,443396,2,lps laws definition
-1,8790084,-1.0,443396,2,lps laws definition
-1,8790085,-1.0,443396,2,lps laws definition
-1,8790086,-1.0,443396,2,lps laws definition
131,8793491,17.98,443396,1,lps laws definition
-1,8790079,-1.0,443396,2,lps laws definition
-1,7708935,-1.0,443396,2,lps laws definition
-1,8536123,-1.0,443396,3,lps laws definition
24,8536121,20.39,443396,3,lps laws definition
-1,7708938,-1.0,443396,2,lps laws definition
-1,7708939,-1.0,443396,1,lps laws definition
10,8079039,23.63,443396,3,lps laws definition
-1,8536122,-1.0,443396,3,lps laws definition
501,8079043,16.53,443396,2,lps laws definition
-1,8152556,-1.0,443396,1,lps laws definition
-1,8219031,-1.0,443396,3,lps laws definition
-1,8441048,-1.0,443396,1,lps laws definition
7,8536118,24.33,443396,3,lps laws definition
716,8079042,16.1,443396,1,lps laws definition
-1,5447938,-1.0,443396,1,lps laws definition
-1,6555776,-1.0,443396,2,lps laws definition
-1,2671287,-1.0,443396,1,lps laws definition
-1,2733683,-1.0,443396,1,lps laws definition
-1,2733689,-1.0,443396,1,lps laws definition
-1,2871447,-1.0,443396,1,lps laws definition
-1,3440848,-1.0,443396,3,lps laws definition
-1,289513,-1.0,443396,1,lps laws definition
-1,3440850,-1.0,443396,3,lps laws definition
-1,2169377,-1.0,443396,1,lps laws definition
-1,2130375,-1.0,443396,2,lps laws definition
-1,5444257,-1.0,443396,1,lps laws definition
-1,1055834,-1.0,443396,2,lps laws definition
-1,1055835,-1.0,443396,2,lps laws definition
-1,2130381,-1.0,443396,2,lps laws definition
-1,179830,-1.0,443396,1,lps laws definition
-1,2130373,-1.0,443396,2,lps laws definition
-1,3440851,-1.0,443396,3,lps laws definition
-1,3440854,-1.0,443396,1,lps laws definition
791,4792652,15.96,443396,2,lps laws definition
-1,4792657,-1.0,443396,3,lps laws definition
-1,3440853,-1.0,443396,2,lps laws definition
-1,4600638,-1.0,443396,1,lps laws definition
-1,457791,-1.0,443396,1,lps laws definition
-1,3721948,-1.0,443396,3,lps laws definition
-1,4205261,-1.0,443396,2,lps laws definition
-1,4205264,-1.0,443396,1,lps laws definition
-1,4205265,-1.0,443396,2,lps laws definition
-1,4513336,-1.0,443396,2,lps laws definition
-1,4565615,-1.0,443396,2,lps laws definition
-1,4513342,-1.0,443396,2,lps laws definition
-1,4513339,-1.0,443396,2,lps laws definition
188,6286973,23.75,451602,1,medicare s definition of mechanical ventilation
-1,5241633,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,5320781,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,5451777,-1.0,451602,3,medicare s definition of mechanical ventilation
38,5538936,28.46,451602,1,medicare s definition of mechanical ventilation
31,5538938,28.84,451602,1,medicare s definition of mechanical ventilation
30,6286974,28.86,451602,2,medicare s definition of mechanical ventilation
207,5655693,23.46,451602,1,medicare s definition of mechanical ventilation
-1,5661134,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,601510,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,6149891,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,6158710,-1.0,451602,3,medicare s definition of mechanical ventilation
106,6171396,25.96,451602,2,medicare s definition of mechanical ventilation
2,5179251,35.58,451602,2,medicare s definition of mechanical ventilation
477,5538942,19.9,451602,3,medicare s definition of mechanical ventilation
-1,5915191,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,4798729,-1.0,451602,2,medicare s definition of mechanical ventilation
-1,508601,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,4352597,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,4352600,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,436291,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,4380277,-1.0,451602,1,medicare s definition of mechanical ventilation
91,4453605,26.24,451602,1,medicare s definition of mechanical ventilation
-1,4467811,-1.0,451602,3,medicare s definition of mechanical ventilation
171,4495080,24.25,451602,3,medicare s definition of mechanical ventilation
-1,4578310,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,4798722,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,4863797,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,4863800,-1.0,451602,2,medicare s definition of mechanical ventilation
13,4874640,30.33,451602,2,medicare s definition of mechanical ventilation
-1,4874642,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,4874643,-1.0,451602,1,medicare s definition of mechanical ventilation
182,4874644,23.98,451602,1,medicare s definition of mechanical ventilation
140,5008865,25.08,451602,1,medicare s definition of mechanical ventilation
-1,5122675,-1.0,451602,3,medicare s definition of mechanical ventilation
233,6286975,22.74,451602,3,medicare s definition of mechanical ventilation
-1,6827517,-1.0,451602,3,medicare s definition of mechanical ventilation
35,6286977,28.6,451602,2,medicare s definition of mechanical ventilation
-1,7172679,-1.0,451602,3,medicare s definition of mechanical ventilation
99,7179468,26.1,451602,3,medicare s definition of mechanical ventilation
-1,7179473,-1.0,451602,2,medicare s definition of mechanical ventilation
89,7232293,26.35,451602,1,medicare s definition of mechanical ventilation
96,7232295,26.13,451602,1,medicare s definition of mechanical ventilation
40,7315074,28.39,451602,1,medicare s definition of mechanical ventilation
-1,7127634,-1.0,451602,3,medicare s definition of mechanical ventilation
875,7428020,17.72,451602,3,medicare s definition of mechanical ventilation
-1,7444911,-1.0,451602,2,medicare s definition of mechanical ventilation
-1,7558643,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,7574511,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,4352596,-1.0,451602,3,medicare s definition of mechanical ventilation
173,6286976,24.09,451602,2,medicare s definition of mechanical ventilation
983,6942418,17.26,451602,2,medicare s definition of mechanical ventilation
332,6286978,21.2,451602,3,medicare s definition of mechanical ventilation
174,6286979,24.09,451602,2,medicare s definition of mechanical ventilation
247,6286980,22.56,451602,1,medicare s definition of mechanical ventilation
21,6286981,29.65,451602,2,medicare s definition of mechanical ventilation
48,6286982,28.02,451602,3,medicare s definition of mechanical ventilation
-1,631383,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,6942790,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,6587791,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,6618758,-1.0,451602,1,medicare s definition of mechanical ventilation
113,6618763,25.62,451602,2,medicare s definition of mechanical ventilation
679,6697737,18.71,451602,1,medicare s definition of mechanical ventilation
861,678179,17.75,451602,3,medicare s definition of mechanical ventilation
-1,6824692,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,6824695,-1.0,451602,3,medicare s definition of mechanical ventilation
77,6618756,26.73,451602,2,medicare s definition of mechanical ventilation
51,2176459,27.9,451602,1,medicare s definition of mechanical ventilation
54,4176454,27.63,451602,1,medicare s definition of mechanical ventilation
-1,1580615,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,1868905,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,1897978,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,1897981,-1.0,451602,2,medicare s definition of mechanical ventilation
-1,1554231,-1.0,451602,3,medicare s definition of mechanical ventilation
225,2031662,22.97,451602,2,medicare s definition of mechanical ventilation
45,2084909,28.04,451602,1,medicare s definition of mechanical ventilation
-1,2133671,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,2142558,-1.0,451602,1,medicare s definition of mechanical ventilation
10,2176455,30.68,451602,3,medicare s definition of mechanical ventilation
-1,2065190,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,1542548,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,7693252,-1.0,451602,2,medicare s definition of mechanical ventilation
-1,103181,-1.0,451602,3,medicare s definition of mechanical ventilation
81,1078132,26.6,451602,1,medicare s definition of mechanical ventilation
71,1078134,26.97,451602,1,medicare s definition of mechanical ventilation
129,1094131,25.16,451602,2,medicare s definition of mechanical ventilation
-1,1094132,-1.0,451602,2,medicare s definition of mechanical ventilation
178,1094139,23.98,451602,1,medicare s definition of mechanical ventilation
-1,1096342,-1.0,451602,2,medicare s definition of mechanical ventilation
-1,1487899,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,1211642,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,1211647,-1.0,451602,3,medicare s definition of mechanical ventilation
39,124065,28.4,451602,1,medicare s definition of mechanical ventilation
-1,1251646,-1.0,451602,3,medicare s definition of mechanical ventilation
25,1277290,29.16,451602,2,medicare s definition of mechanical ventilation
-1,1345709,-1.0,451602,2,medicare s definition of mechanical ventilation
-1,1373769,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,1211643,-1.0,451602,3,medicare s definition of mechanical ventilation
549,2231589,19.36,451602,1,medicare s definition of mechanical ventilation
116,3090667,25.5,451602,2,medicare s definition of mechanical ventilation
6,3177691,31.32,451602,2,medicare s definition of mechanical ventilation
-1,3509960,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,362771,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,362780,-1.0,451602,3,medicare s definition of mechanical ventilation
319,3781323,21.38,451602,2,medicare s definition of mechanical ventilation
740,3781331,18.37,451602,1,medicare s definition of mechanical ventilation
155,3790251,24.69,451602,3,medicare s definition of mechanical ventilation
-1,384317,-1.0,451602,2,medicare s definition of mechanical ventilation
-1,4061142,-1.0,451602,2,medicare s definition of mechanical ventilation
-1,3602215,-1.0,451602,3,medicare s definition of mechanical ventilation
242,2922148,22.72,451602,2,medicare s definition of mechanical ventilation
80,2922147,26.64,451602,1,medicare s definition of mechanical ventilation
831,2329895,18.0,451602,3,medicare s definition of mechanical ventilation
895,23565,17.63,451602,1,medicare s definition of mechanical ventilation
-1,2383971,-1.0,451602,1,medicare s definition of mechanical ventilation
776,2414919,18.2,451602,3,medicare s definition of mechanical ventilation
777,2486936,18.2,451602,2,medicare s definition of mechanical ventilation
-1,264875,-1.0,451602,1,medicare s definition of mechanical ventilation
-1,264876,-1.0,451602,1,medicare s definition of mechanical ventilation
204,264881,23.47,451602,2,medicare s definition of mechanical ventilation
-1,2671181,-1.0,451602,3,medicare s definition of mechanical ventilation
515,2796545,19.63,451602,1,medicare s definition of mechanical ventilation
78,2922141,26.69,451602,1,medicare s definition of mechanical ventilation
79,2922142,26.64,451602,1,medicare s definition of mechanical ventilation
-1,4233760,-1.0,451602,3,medicare s definition of mechanical ventilation
196,930493,23.69,451602,1,medicare s definition of mechanical ventilation
-1,847210,-1.0,451602,3,medicare s definition of mechanical ventilation
76,8621776,26.76,451602,3,medicare s definition of mechanical ventilation
104,8621779,25.98,451602,1,medicare s definition of mechanical ventilation
568,8621784,19.34,451602,3,medicare s definition of mechanical ventilation
142,930490,24.94,451602,1,medicare s definition of mechanical ventilation
315,96222,21.38,451602,3,medicare s definition of mechanical ventilation
364,96229,20.76,451602,3,medicare s definition of mechanical ventilation
-1,8434180,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,8434178,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,8595356,-1.0,451602,1,medicare s definition of mechanical ventilation
103,8390525,25.98,451602,1,medicare s definition of mechanical ventilation
56,7800959,27.52,451602,2,medicare s definition of mechanical ventilation
162,7800962,24.52,451602,1,medicare s definition of mechanical ventilation
-1,8434177,-1.0,451602,3,medicare s definition of mechanical ventilation
-1,7871479,-1.0,451602,2,medicare s definition of mechanical ventilation
-1,8047626,-1.0,451602,3,medicare s definition of mechanical ventilation
132,8214451,25.16,451602,1,medicare s definition of mechanical ventilation
36,8214452,28.57,451602,3,medicare s definition of mechanical ventilation
42,7859334,28.17,451602,1,medicare s definition of mechanical ventilation
905,8295161,17.63,451602,1,medicare s definition of mechanical ventilation
-1,8382005,-1.0,451602,3,medicare s definition of mechanical ventilation
163,8383461,24.47,451602,2,medicare s definition of mechanical ventilation
-1,8390521,-1.0,451602,3,medicare s definition of mechanical ventilation
217,8383462,23.22,451602,3,medicare s definition of mechanical ventilation
405,8383463,20.47,451602,1,medicare s definition of mechanical ventilation
16,8390518,30.09,451602,3,medicare s definition of mechanical ventilation
847,8390519,17.92,451602,2,medicare s definition of mechanical ventilation
-1,8281322,-1.0,451602,3,medicare s definition of mechanical ventilation
383,3694265,28.14,47923,1,axon terminals or synaptic knob definition
622,3630935,24.34,47923,2,axon terminals or synaptic knob definition
497,3630933,26.16,47923,1,axon terminals or synaptic knob definition
13,3348838,53.6,47923,1,axon terminals or synaptic knob definition
109,3348837,39.08,47923,1,axon terminals or synaptic knob definition
-1,3246976,-1.0,47923,1,axon terminals or synaptic knob definition
253,320920,31.54,47923,1,axon terminals or synaptic knob definition
-1,2917510,-1.0,47923,1,axon terminals or synaptic knob definition
232,284591,32.78,47923,2,axon terminals or synaptic knob definition
567,3748434,25.21,47923,2,axon terminals or synaptic knob definition
230,986177,32.86,47923,2,axon terminals or synaptic knob definition
313,4081982,29.75,47923,1,axon terminals or synaptic knob definition
136,4684895,37.33,47923,1,axon terminals or synaptic knob definition
125,4684893,37.88,47923,2,axon terminals or synaptic knob definition
628,4684891,24.3,47923,1,axon terminals or synaptic knob definition
67,4652795,42.53,47923,2,axon terminals or synaptic knob definition
273,4416477,30.86,47923,1,axon terminals or synaptic knob definition
421,4321230,27.55,47923,2,axon terminals or synaptic knob definition
272,4321228,30.89,47923,1,axon terminals or synaptic knob definition
7,4297620,56.67,47923,1,axon terminals or synaptic knob definition
150,4257346,36.05,47923,1,axon terminals or synaptic knob definition
325,4143232,29.39,47923,2,axon terminals or synaptic knob definition
104,3986046,39.45,47923,1,axon terminals or synaptic knob definition
169,2772864,35.25,47923,1,axon terminals or synaptic knob definition
26,1681336,47.77,47923,1,axon terminals or synaptic knob definition
423,2719555,27.53,47923,1,axon terminals or synaptic knob definition
23,1681337,49.32,47923,1,axon terminals or synaptic knob definition
40,473807,45.24,47923,3,axon terminals or synaptic knob definition
427,1681335,27.4,47923,1,axon terminals or synaptic knob definition
3,1681334,63.36,47923,2,axon terminals or synaptic knob definition
9,1681332,55.64,47923,1,axon terminals or synaptic knob definition
29,1681331,47.09,47923,2,axon terminals or synaptic knob definition
110,1681339,39.05,47923,1,axon terminals or synaptic knob definition
355,1669816,28.73,47923,1,axon terminals or synaptic knob definition
-1,1507610,-1.0,47923,1,axon terminals or synaptic knob definition
184,1354790,34.38,47923,1,axon terminals or synaptic knob definition
260,1300989,31.22,47923,1,axon terminals or synaptic knob definition
255,1296110,31.32,47923,1,axon terminals or synaptic knob definition
589,1508658,24.76,47923,1,axon terminals or synaptic knob definition
167,2749477,35.29,47923,1,axon terminals or synaptic knob definition
2,1868437,64.96,47923,2,axon terminals or synaptic knob definition
158,2655670,35.67,47923,2,axon terminals or synaptic knob definition
189,2477211,34.34,47923,1,axon terminals or synaptic knob definition
166,2477210,35.29,47923,2,axon terminals or synaptic knob definition
289,2157582,30.4,47923,1,axon terminals or synaptic knob definition
487,1767240,26.29,47923,1,axon terminals or synaptic knob definition
263,2148997,31.08,47923,1,axon terminals or synaptic knob definition
17,2044900,52.23,47923,1,axon terminals or synaptic knob definition
43,1960681,45.07,47923,1,axon terminals or synaptic knob definition
210,1923153,33.44,47923,1,axon terminals or synaptic knob definition
32,1868438,46.93,47923,1,axon terminals or synaptic knob definition
20,473809,50.77,47923,1,axon terminals or synaptic knob definition
776,6111296,22.23,47923,1,axon terminals or synaptic knob definition
-1,4793758,-1.0,47923,1,axon terminals or synaptic knob definition
806,7891160,21.91,47923,1,axon terminals or synaptic knob definition
155,7890942,35.77,47923,1,axon terminals or synaptic knob definition
777,7786719,22.23,47923,1,axon terminals or synaptic knob definition
242,778272,32.17,47923,2,axon terminals or synaptic knob definition
92,766025,40.32,47923,2,axon terminals or synaptic knob definition
778,7914826,22.23,47923,2,axon terminals or synaptic knob definition
182,7644552,34.42,47923,2,axon terminals or synaptic knob definition
365,7109642,28.56,47923,2,axon terminals or synaptic knob definition
5,6919836,60.18,47923,2,axon terminals or synaptic knob definition
271,6813699,30.97,47923,1,axon terminals or synaptic knob definition
51,6696631,44.32,47923,1,axon terminals or synaptic knob definition
537,6652175,25.58,47923,1,axon terminals or synaptic knob definition
12,6643066,54.33,47923,3,axon terminals or synaptic knob definition
376,8214977,28.35,47923,1,axon terminals or synaptic knob definition
428,8327407,27.4,47923,1,axon terminals or synaptic knob definition
568,8836262,25.14,47923,2,axon terminals or synaptic knob definition
216,8659158,33.27,47923,1,axon terminals or synaptic knob definition
1,8641107,65.03,47923,1,axon terminals or synaptic knob definition
42,8641104,45.24,47923,3,axon terminals or synaptic knob definition
472,829484,26.57,47923,1,axon terminals or synaptic knob definition
305,8421421,30.02,47923,2,axon terminals or synaptic knob definition
70,8418684,42.34,47923,1,axon terminals or synaptic knob definition
4,8418681,63.32,47923,2,axon terminals or synaptic knob definition
183,84017,34.38,47923,1,axon terminals or synaptic knob definition
6,8348762,59.67,47923,1,axon terminals or synaptic knob definition
522,8327408,25.87,47923,1,axon terminals or synaptic knob definition
285,8418686,30.59,47923,1,axon terminals or synaptic knob definition
-1,4778734,-1.0,47923,1,axon terminals or synaptic knob definition
354,6378779,28.74,47923,2,axon terminals or synaptic knob definition
25,6241153,48.23,47923,2,axon terminals or synaptic knob definition
401,5417577,27.74,47923,1,axon terminals or synaptic knob definition
30,525511,46.99,47923,1,axon terminals or synaptic knob definition
55,5147530,43.75,47923,1,axon terminals or synaptic knob definition
68,5147529,42.38,47923,1,axon terminals or synaptic knob definition
11,5147527,54.73,47923,1,axon terminals or synaptic knob definition
14,5417580,53.4,47923,1,axon terminals or synaptic knob definition
142,5055000,36.82,47923,2,axon terminals or synaptic knob definition
-1,5053382,-1.0,47923,1,axon terminals or synaptic knob definition
219,5051722,33.08,47923,1,axon terminals or synaptic knob definition
0,5032362,72.92,47923,1,axon terminals or synaptic knob definition
684,4997370,23.51,47923,2,axon terminals or synaptic knob definition
250,5137402,31.98,47923,1,axon terminals or synaptic knob definition
375,6241154,28.42,47923,2,axon terminals or synaptic knob definition
22,5417582,49.43,47923,3,axon terminals or synaptic knob definition
73,5949690,42.19,47923,1,axon terminals or synaptic knob definition
52,6241152,44.24,47923,3,axon terminals or synaptic knob definition
19,6241151,51.9,47923,2,axon terminals or synaptic knob definition
49,6241150,44.77,47923,1,axon terminals or synaptic knob definition
277,6241148,30.83,47923,2,axon terminals or synaptic knob definition
34,6241147,46.32,47923,2,axon terminals or synaptic knob definition
8,6191,56.44,47923,3,axon terminals or synaptic knob definition
85,618556,41.15,47923,3,axon terminals or synaptic knob definition
226,618555,32.91,47923,2,axon terminals or synaptic knob definition
204,611271,33.64,47923,2,axon terminals or synaptic knob definition
358,5966643,28.7,47923,2,axon terminals or synaptic knob definition
370,618559,28.44,47923,1,axon terminals or synaptic knob definition
693,1200258,23.28,47923,2,axon terminals or synaptic knob definition
284,913042,30.59,47923,1,axon terminals or synaptic knob definition
-1,7652972,-1.0,489204,1,right pelvic pain causes
-1,4574496,-1.0,489204,1,right pelvic pain causes
194,4586570,27.5,489204,2,right pelvic pain causes
-1,4662177,-1.0,489204,1,right pelvic pain causes
178,5005765,27.8,489204,1,right pelvic pain causes
-1,5156386,-1.0,489204,1,right pelvic pain causes
-1,518994,-1.0,489204,1,right pelvic pain causes
-1,5513331,-1.0,489204,1,right pelvic pain causes
-1,5541646,-1.0,489204,1,right pelvic pain causes
622,5143975,24.1,489204,1,right pelvic pain causes
445,5640841,24.96,489204,1,right pelvic pain causes
-1,4538296,-1.0,489204,1,right pelvic pain causes
-1,3310420,-1.0,489204,1,right pelvic pain causes
-1,3353678,-1.0,489204,1,right pelvic pain causes
-1,3353685,-1.0,489204,1,right pelvic pain causes
-1,3438217,-1.0,489204,1,right pelvic pain causes
-1,34400,-1.0,489204,1,right pelvic pain causes
-1,3710413,-1.0,489204,1,right pelvic pain causes
20,3980122,33.14,489204,1,right pelvic pain causes
795,415420,23.27,489204,1,right pelvic pain causes
-1,4159098,-1.0,489204,2,right pelvic pain causes
512,4159416,24.58,489204,2,right pelvic pain causes
933,4222521,22.67,489204,1,right pelvic pain causes
363,5640844,25.57,489204,2,right pelvic pain causes
384,5640849,25.44,489204,1,right pelvic pain causes
-1,6816322,-1.0,489204,2,right pelvic pain causes
-1,6879782,-1.0,489204,1,right pelvic pain causes
-1,7037597,-1.0,489204,1,right pelvic pain causes
-1,7064814,-1.0,489204,1,right pelvic pain causes
725,759510,23.53,489204,2,right pelvic pain causes
-1,7112941,-1.0,489204,1,right pelvic pain causes
12,7113153,33.75,489204,1,right pelvic pain causes
983,7113309,22.52,489204,1,right pelvic pain causes
755,7134737,23.34,489204,1,right pelvic pain causes
-1,7134742,-1.0,489204,2,right pelvic pain causes
356,5640846,25.65,489204,1,right pelvic pain causes
-1,6727272,-1.0,489204,2,right pelvic pain causes
162,5815957,27.96,489204,1,right pelvic pain causes
-1,5842850,-1.0,489204,1,right pelvic pain causes
314,5856565,25.95,489204,1,right pelvic pain causes
332,5856566,25.81,489204,1,right pelvic pain causes
651,5856571,23.94,489204,1,right pelvic pain causes
118,5895917,28.87,489204,1,right pelvic pain causes
588,6087666,24.21,489204,1,right pelvic pain causes
381,6327175,25.45,489204,1,right pelvic pain causes
989,6435264,22.51,489204,1,right pelvic pain causes
-1,6581779,-1.0,489204,1,right pelvic pain causes
521,6620077,24.53,489204,1,right pelvic pain causes
607,320079,24.16,489204,2,right pelvic pain causes
-1,320076,-1.0,489204,1,right pelvic pain causes
13,8737051,33.72,489204,1,right pelvic pain causes
-1,8773552,-1.0,489204,1,right pelvic pain causes
-1,883663,-1.0,489204,1,right pelvic pain causes
436,889060,25.0,489204,2,right pelvic pain causes
-1,1051494,-1.0,489204,1,right pelvic pain causes
-1,759509,-1.0,489204,1,right pelvic pain causes
-1,1090435,-1.0,489204,1,right pelvic pain causes
-1,1114410,-1.0,489204,1,right pelvic pain causes
-1,1231674,-1.0,489204,1,right pelvic pain causes
-1,1231678,-1.0,489204,2,right pelvic pain causes
1,1051498,37.83,489204,2,right pelvic pain causes
-1,320073,-1.0,489204,2,right pelvic pain causes
-1,8737047,-1.0,489204,1,right pelvic pain causes
-1,872471,-1.0,489204,1,right pelvic pain causes
523,8047853,24.52,489204,1,right pelvic pain causes
-1,827173,-1.0,489204,2,right pelvic pain causes
-1,827174,-1.0,489204,2,right pelvic pain causes
-1,8737046,-1.0,489204,1,right pelvic pain causes
811,852250,23.16,489204,2,right pelvic pain causes
156,855963,28.19,489204,1,right pelvic pain causes
-1,8585820,-1.0,489204,1,right pelvic pain causes
-1,8594272,-1.0,489204,1,right pelvic pain causes
490,852257,24.72,489204,3,right pelvic pain causes
-1,7815337,-1.0,489204,2,right pelvic pain causes
40,1778458,31.92,489204,1,right pelvic pain causes
-1,1820199,-1.0,489204,1,right pelvic pain causes
664,1820203,23.87,489204,2,right pelvic pain causes
-1,187571,-1.0,489204,1,right pelvic pain causes
-1,1905740,-1.0,489204,1,right pelvic pain causes
19,216492,33.34,489204,1,right pelvic pain causes
-1,2445205,-1.0,489204,2,right pelvic pain causes
-1,2645311,-1.0,489204,1,right pelvic pain causes
-1,2899721,-1.0,489204,1,right pelvic pain causes
11,3049941,33.95,489204,1,right pelvic pain causes
721,320071,23.54,489204,1,right pelvic pain causes
-1,759508,-1.0,489204,1,right pelvic pain causes
-1,1383251,-1.0,489204,1,right pelvic pain causes
-1,1430550,-1.0,489204,2,right pelvic pain causes
-1,1431271,-1.0,489204,1,right pelvic pain causes
0,1479542,38.21,489204,2,right pelvic pain causes
541,152948,24.44,489204,1,right pelvic pain causes
-1,1557550,-1.0,489204,2,right pelvic pain causes
-1,1664640,-1.0,489204,2,right pelvic pain causes
856,1664643,23.02,489204,1,right pelvic pain causes
-1,1513820,-1.0,489204,1,right pelvic pain causes
-1,769136,-1.0,489204,1,right pelvic pain causes
82,8485141,26.93,490595,1,rsa definition key
172,4082319,21.91,490595,2,rsa definition key
181,4082316,21.44,490595,1,rsa definition key
-1,3948082,-1.0,490595,1,rsa definition key
124,3937203,24.02,490595,2,rsa definition key
215,3937202,20.44,490595,2,rsa definition key
32,3937197,30.68,490595,1,rsa definition key
265,3937195,19.03,490595,2,rsa definition key
123,3833410,24.1,490595,1,rsa definition key
13,3937200,32.24,490595,1,rsa definition key
78,4763066,27.12,490595,2,rsa definition key
55,4737068,29.05,490595,2,rsa definition key
17,4737067,31.88,490595,1,rsa definition key
47,4737066,29.76,490595,2,rsa definition key
31,4737064,30.71,490595,1,rsa definition key
58,4737063,28.79,490595,1,rsa definition key
96,4737061,25.95,490595,3,rsa definition key
6,4737060,33.23,490595,3,rsa definition key
43,4737059,29.89,490595,2,rsa definition key
23,4737065,31.23,490595,1,rsa definition key
1,1929910,36.38,490595,2,rsa definition key
33,1894652,30.58,490595,1,rsa definition key
122,1814180,24.16,490595,1,rsa definition key
34,1929911,30.51,490595,1,rsa definition key
40,1652460,30.15,490595,1,rsa definition key
63,1473259,28.31,490595,1,rsa definition key
36,1160847,30.44,490595,1,rsa definition key
178,3595607,21.55,490595,1,rsa definition key
42,2850740,29.93,490595,1,rsa definition key
22,4842889,31.36,490595,2,rsa definition key
76,4842890,27.15,490595,3,rsa definition key
37,4842891,30.29,490595,2,rsa definition key
66,6976960,28.01,490595,1,rsa definition key
38,6742119,30.28,490595,1,rsa definition key
